,,,,,,,Indicadores,SUMA_NETA
MATERIAL1,FECHA,,ID CENTRO,GRUPO_ARTICULOS,NOMBRE_CENTRO,CLASE_MOVIMIENTO,UNIDAD,
2,2024-02-12,12 feb. 2024,C010,GASOLINA,KEROSENE EESS 20071,641,L60,"14,770"
2,2024-02-12,12 feb. 2024,C014,GASOLINA,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"9,859"
2,2024-02-12,12 feb. 2024,C018,GASOLINA,YACIMIENTO MINA LOS COLORADOS,641,L60,"9,853"
2,2024-02-12,12 feb. 2024,C201,GASOLINA,E/S 40088 VALPARAÍSO,641,L60,"9,848"
2,2024-02-12,12 feb. 2024,G007,GASOLINA,,641,L60,"14,791"
2,2024-02-12,12 feb. 2024,G008,GASOLINA,,641,L60,"13,803"
2,2024-02-12,12 feb. 2024,G011,GASOLINA,,641,L60,"7,894"
2,2024-02-12,12 feb. 2024,G012,GASOLINA,,641,L60,"9,869"
2,2024-02-12,12 feb. 2024,G029,GASOLINA,,641,L60,"14,801"
2,2024-02-12,12 feb. 2024,G034,GASOLINA,,641,L60,"18,741"
2,2024-02-12,12 feb. 2024,G046,GASOLINA,,641,L60,"10,852"
2,2024-02-12,12 feb. 2024,G053,GASOLINA,,641,L60,"18,763"
2,2024-02-12,12 feb. 2024,G066,GASOLINA,,641,L60,"14,789"
2,2024-02-12,12 feb. 2024,G093,GASOLINA,,641,L60,"14,852"
2,2024-02-12,12 feb. 2024,G123,GASOLINA,,641,L60,"5,917"
2,2024-02-12,12 feb. 2024,G128,GASOLINA,,641,L60,"17,745"
2,2024-02-12,12 feb. 2024,G132,GASOLINA,,641,L60,"12,814"
2,2024-02-12,12 feb. 2024,G145,GASOLINA,,641,L60,"22,601"
2,2024-02-12,12 feb. 2024,G197,GASOLINA,,641,L60,"17,737"
2,2024-02-12,12 feb. 2024,G237,GASOLINA,,641,L60,"9,862"
2,2024-02-12,12 feb. 2024,G311,GASOLINA,,641,L60,"18,781"
2,2024-02-12,12 feb. 2024,G371,GASOLINA,,641,L60,"29,604"
2,2024-02-12,12 feb. 2024,G401,GASOLINA,,641,L60,"37,532"
2,2024-02-12,12 feb. 2024,G411,GASOLINA,,641,L60,"36,461"
2,2024-02-12,12 feb. 2024,G416,GASOLINA,,641,L60,"12,825"
2,2024-02-12,12 feb. 2024,G517,GASOLINA,,641,L60,"4,939"
2,2024-02-12,12 feb. 2024,G783,GASOLINA,,641,L60,"17,780"
2,2024-02-12,12 feb. 2024,G968,GASOLINA,,641,L60,"16,581"
2,2024-02-13,13 feb. 2024,C014,GASOLINA,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"9,859"
2,2024-02-13,13 feb. 2024,C147,GASOLINA,ALGARROBO,641,L60,"9,861"
2,2024-02-13,13 feb. 2024,G008,GASOLINA,,641,L60,"9,851"
2,2024-02-13,13 feb. 2024,G011,GASOLINA,,641,L60,"12,826"
2,2024-02-13,13 feb. 2024,G012,GASOLINA,,641,L60,"16,762"
2,2024-02-13,13 feb. 2024,G021,GASOLINA,,641,L60,"22,603"
2,2024-02-13,13 feb. 2024,G029,GASOLINA,,641,L60,"14,787"
2,2024-02-13,13 feb. 2024,G046,GASOLINA,,641,L60,"9,861"
2,2024-02-13,13 feb. 2024,G140,GASOLINA,,641,L60,"16,747"
2,2024-02-13,13 feb. 2024,G145,GASOLINA,,641,L60,"16,762"
2,2024-02-13,13 feb. 2024,G286,GASOLINA,,641,L60,"5,906"
2,2024-02-13,13 feb. 2024,G355,GASOLINA,,641,L60,"16,724"
2,2024-02-13,13 feb. 2024,G369,GASOLINA,,641,L60,"13,791"
2,2024-02-13,13 feb. 2024,G405,GASOLINA,,641,L60,"17,728"
2,2024-02-13,13 feb. 2024,G419,GASOLINA,,641,L60,"9,860"
2,2024-02-13,13 feb. 2024,G422,GASOLINA,,641,L60,"18,741"
2,2024-02-13,13 feb. 2024,G436,GASOLINA,,641,L60,"17,753"
2,2024-02-13,13 feb. 2024,G691,GASOLINA,,641,L60,"9,862"
2,2024-02-13,13 feb. 2024,G711,GASOLINA,,641,L60,"49,333"
2,2024-02-13,13 feb. 2024,G760,GASOLINA,,641,L60,"18,678"
2,2024-02-13,13 feb. 2024,G968,GASOLINA,,641,L60,"16,745"
2,2024-02-14,14 feb. 2024,1227,GASOLINA,E/S 40143 COMBARBALÁ,641,L60,"8,013,964"
2,2024-02-14,14 feb. 2024,C014,GASOLINA,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"7,897"
2,2024-02-14,14 feb. 2024,C018,GASOLINA,YACIMIENTO MINA LOS COLORADOS,641,L60,"9,840"
2,2024-02-14,14 feb. 2024,C147,GASOLINA,ALGARROBO,641,L60,"9,863"
2,2024-02-14,14 feb. 2024,G011,GASOLINA,,641,L60,"18,775"
2,2024-02-14,14 feb. 2024,G012,GASOLINA,,641,L60,"9,876"
2,2024-02-14,14 feb. 2024,G029,GASOLINA,,641,L60,"18,772"
2,2024-02-14,14 feb. 2024,G034,GASOLINA,,641,L60,"15,799"
2,2024-02-14,14 feb. 2024,G055,GASOLINA,,641,L60,"9,877"
2,2024-02-14,14 feb. 2024,G066,GASOLINA,,641,L60,"7,920"
2,2024-02-14,14 feb. 2024,G093,GASOLINA,,641,L60,"7,908"
2,2024-02-14,14 feb. 2024,G123,GASOLINA,,641,L60,"4,935"
2,2024-02-14,14 feb. 2024,G128,GASOLINA,,641,L60,"18,774"
2,2024-02-14,14 feb. 2024,G134,GASOLINA,,641,L60,"25,663"
2,2024-02-14,14 feb. 2024,G312,GASOLINA,,641,L60,"18,817"
2,2024-02-14,14 feb. 2024,G371,GASOLINA,,641,L60,"15,834"
2,2024-02-14,14 feb. 2024,G416,GASOLINA,,641,L60,"16,798"
2,2024-02-14,14 feb. 2024,G711,GASOLINA,,641,L60,"32,655"
2,2024-02-14,14 feb. 2024,G968,GASOLINA,,641,L60,"7,896"
2,2024-02-15,15 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"520,225"
2,2024-02-15,15 feb. 2024,C043,GASOLINA,MANTOS DE LA LUNA,641,L60,"7,866"
2,2024-02-15,15 feb. 2024,G007,GASOLINA,,641,L60,"8,860"
2,2024-02-15,15 feb. 2024,G011,GASOLINA,,641,L60,"9,880"
2,2024-02-15,15 feb. 2024,G029,GASOLINA,,641,L60,"20,748"
2,2024-02-15,15 feb. 2024,G032,GASOLINA,,641,L60,"7,887"
2,2024-02-15,15 feb. 2024,G046,GASOLINA,,641,L60,"9,826"
2,2024-02-15,15 feb. 2024,G087,GASOLINA,,641,L60,"9,878"
2,2024-02-15,15 feb. 2024,G115,GASOLINA,,641,L60,"4,940"
2,2024-02-15,15 feb. 2024,G123,GASOLINA,,641,L60,"8,860"
2,2024-02-15,15 feb. 2024,G142,GASOLINA,,641,L60,"7,901"
2,2024-02-15,15 feb. 2024,G145,GASOLINA,,641,L60,"16,610"
2,2024-02-15,15 feb. 2024,G158,GASOLINA,,641,L60,"14,848"
2,2024-02-15,15 feb. 2024,G232,GASOLINA,,641,L60,"9,745"
2,2024-02-15,15 feb. 2024,G305,GASOLINA,,641,L60,"16,712"
2,2024-02-15,15 feb. 2024,G311,GASOLINA,,641,L60,"14,828"
2,2024-02-15,15 feb. 2024,G312,GASOLINA,,641,L60,"9,910"
2,2024-02-15,15 feb. 2024,G355,GASOLINA,,641,L60,"14,820"
2,2024-02-15,15 feb. 2024,G370,GASOLINA,,641,L60,"18,746"
2,2024-02-15,15 feb. 2024,G401,GASOLINA,,641,L60,"18,771"
2,2024-02-15,15 feb. 2024,G405,GASOLINA,,641,L60,"9,878"
2,2024-02-15,15 feb. 2024,G411,GASOLINA,,641,L60,"25,587"
2,2024-02-15,15 feb. 2024,G426,GASOLINA,,641,L60,"16,712"
2,2024-02-15,15 feb. 2024,G783,GASOLINA,,641,L60,"16,794"
2,2024-02-16,16 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"669,323"
2,2024-02-16,16 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,642,L60,"-10,406"
2,2024-02-16,16 feb. 2024,C014,GASOLINA,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"9,848"
2,2024-02-16,16 feb. 2024,C147,GASOLINA,ALGARROBO,641,L60,"9,851"
2,2024-02-16,16 feb. 2024,G007,GASOLINA,,641,L60,"14,771"
2,2024-02-16,16 feb. 2024,G011,GASOLINA,,641,L60,"19,721"
2,2024-02-16,16 feb. 2024,G012,GASOLINA,,641,L60,"9,847"
2,2024-02-16,16 feb. 2024,G039,GASOLINA,,641,L60,"5,909"
2,2024-02-16,16 feb. 2024,G053,GASOLINA,,641,L60,"9,845"
2,2024-02-16,16 feb. 2024,G057,GASOLINA,,641,L60,"18,824"
2,2024-02-16,16 feb. 2024,G064,GASOLINA,,641,L60,"18,619"
2,2024-02-16,16 feb. 2024,G093,GASOLINA,,641,L60,"9,853"
2,2024-02-16,16 feb. 2024,G142,GASOLINA,,641,L60,"9,856"
2,2024-02-16,16 feb. 2024,G197,GASOLINA,,641,L60,"17,718"
2,2024-02-16,16 feb. 2024,G237,GASOLINA,,641,L60,"20,239"
2,2024-02-16,16 feb. 2024,G283,GASOLINA,,641,L60,"18,712"
2,2024-02-16,16 feb. 2024,G308,GASOLINA,,641,L60,"13,785"
2,2024-02-16,16 feb. 2024,G311,GASOLINA,,641,L60,"14,779"
2,2024-02-16,16 feb. 2024,G312,GASOLINA,,641,L60,"18,688"
2,2024-02-16,16 feb. 2024,G370,GASOLINA,,641,L60,"18,707"
2,2024-02-16,16 feb. 2024,G401,GASOLINA,,641,L60,"18,707"
2,2024-02-16,16 feb. 2024,G436,GASOLINA,,641,L60,"8,865"
2,2024-02-16,16 feb. 2024,G760,GASOLINA,,641,L60,"18,697"
2,2024-02-16,16 feb. 2024,G783,GASOLINA,,641,L60,"9,847"
2,2024-02-16,16 feb. 2024,G968,GASOLINA,,641,L60,"16,744"
2,2024-02-17,17 feb. 2024,C014,GASOLINA,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"23,515"
2,2024-02-17,17 feb. 2024,C147,GASOLINA,ALGARROBO,641,L60,"18,728"
2,2024-02-17,17 feb. 2024,G008,GASOLINA,,641,L60,"15,774"
2,2024-02-17,17 feb. 2024,G012,GASOLINA,,641,L60,"16,744"
2,2024-02-17,17 feb. 2024,G029,GASOLINA,,641,L60,"42,163"
2,2024-02-17,17 feb. 2024,G032,GASOLINA,,641,L60,"9,873"
2,2024-02-17,17 feb. 2024,G034,GASOLINA,,641,L60,"9,855"
2,2024-02-17,17 feb. 2024,G046,GASOLINA,,641,L60,"8,870"
2,2024-02-17,17 feb. 2024,G066,GASOLINA,,641,L60,"17,744"
2,2024-02-17,17 feb. 2024,G087,GASOLINA,,641,L60,"18,758"
2,2024-02-17,17 feb. 2024,G093,GASOLINA,,641,L60,"7,888"
2,2024-02-17,17 feb. 2024,G107,GASOLINA,,641,L60,"16,748"
2,2024-02-17,17 feb. 2024,G128,GASOLINA,,641,L60,"35,513"
2,2024-02-17,17 feb. 2024,G134,GASOLINA,,641,L60,"14,823"
2,2024-02-17,17 feb. 2024,G145,GASOLINA,,641,L60,"16,619"
2,2024-02-17,17 feb. 2024,G158,GASOLINA,,641,L60,"16,749"
2,2024-02-17,17 feb. 2024,G232,GASOLINA,,641,L60,"16,755"
2,2024-02-17,17 feb. 2024,G237,GASOLINA,,641,L60,"13,761"
2,2024-02-17,17 feb. 2024,G283,GASOLINA,,641,L60,"18,768"
2,2024-02-17,17 feb. 2024,G311,GASOLINA,,641,L60,"18,750"
2,2024-02-17,17 feb. 2024,G355,GASOLINA,,641,L60,"18,719"
2,2024-02-17,17 feb. 2024,G401,GASOLINA,,641,L60,"18,707"
2,2024-02-17,17 feb. 2024,G412,GASOLINA,,641,L60,"18,738"
2,2024-02-17,17 feb. 2024,G419,GASOLINA,,641,L60,"28,585"
2,2024-02-17,17 feb. 2024,G426,GASOLINA,,641,L60,"16,753"
2,2024-02-17,17 feb. 2024,G436,GASOLINA,,641,L60,"16,749"
2,2024-02-17,17 feb. 2024,G711,GASOLINA,,641,L60,"34,509"
2,2024-02-17,17 feb. 2024,G760,GASOLINA,,641,L60,"18,743"
2,2024-02-17,17 feb. 2024,G968,GASOLINA,,641,L60,"9,860"
2,2024-02-18,18 feb. 2024,1227,GASOLINA,E/S 40143 COMBARBALÁ,642,L60,"-13,889,996"
2,2024-02-18,18 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"487,807"
2,2024-02-18,18 feb. 2024,1279,GASOLINA,E/S 40158 RINCONADA,641,L60,"13,889,996"
2,2024-02-18,18 feb. 2024,1279,GASOLINA,E/S 40158 RINCONADA,642,L60,"-13,889,996"
2,2024-02-18,18 feb. 2024,C018,GASOLINA,YACIMIENTO MINA LOS COLORADOS,641,L60,"9,712"
2,2024-02-18,18 feb. 2024,C043,GASOLINA,MANTOS DE LA LUNA,641,L60,"18,782"
2,2024-02-18,18 feb. 2024,G032,GASOLINA,,641,L60,"7,902"
2,2024-02-18,18 feb. 2024,G115,GASOLINA,,641,L60,"4,935"
2,2024-02-18,18 feb. 2024,G128,GASOLINA,,641,L60,"16,779"
2,2024-02-18,18 feb. 2024,G134,GASOLINA,,641,L60,"24,670"
2,2024-02-18,18 feb. 2024,G305,GASOLINA,,641,L60,"16,767"
2,2024-02-18,18 feb. 2024,G370,GASOLINA,,641,L60,"18,703"
2,2024-02-19,19 feb. 2024,1227,GASOLINA,E/S 40143 COMBARBALÁ,641,L60,"7,076,436"
2,2024-02-19,19 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"626,935"
2,2024-02-19,19 feb. 2024,1279,GASOLINA,E/S 40158 RINCONADA,642,L60,"-6,093,220"
2,2024-02-19,19 feb. 2024,C010,GASOLINA,KEROSENE EESS 20071,641,L60,"9,872"
2,2024-02-19,19 feb. 2024,C014,GASOLINA,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"9,879"
2,2024-02-19,19 feb. 2024,C201,GASOLINA,E/S 40088 VALPARAÍSO,641,L60,"10,808"
2,2024-02-19,19 feb. 2024,G011,GASOLINA,,641,L60,"18,753"
2,2024-02-19,19 feb. 2024,G021,GASOLINA,,641,L60,"22,710"
2,2024-02-19,19 feb. 2024,G029,GASOLINA,,641,L60,"28,654"
2,2024-02-19,19 feb. 2024,G039,GASOLINA,,641,L60,"5,893"
2,2024-02-19,19 feb. 2024,G046,GASOLINA,,641,L60,"10,860"
2,2024-02-19,19 feb. 2024,G093,GASOLINA,,641,L60,"12,849"
2,2024-02-19,19 feb. 2024,G107,GASOLINA,,641,L60,"8,908"
2,2024-02-19,19 feb. 2024,G123,GASOLINA,,641,L60,"8,898"
2,2024-02-19,19 feb. 2024,G128,GASOLINA,,641,L60,"17,791"
2,2024-02-19,19 feb. 2024,G132,GASOLINA,,641,L60,"12,749"
2,2024-02-19,19 feb. 2024,G197,GASOLINA,,641,L60,"18,751"
2,2024-02-19,19 feb. 2024,G237,GASOLINA,,641,L60,"8,894"
2,2024-02-19,19 feb. 2024,G267,GASOLINA,,641,L60,"5,933"
2,2024-02-19,19 feb. 2024,G308,GASOLINA,,641,L60,"21,714"
2,2024-02-19,19 feb. 2024,G312,GASOLINA,,641,L60,"9,863"
2,2024-02-19,19 feb. 2024,G370,GASOLINA,,641,L60,"9,865"
2,2024-02-19,19 feb. 2024,G401,GASOLINA,,641,L60,"18,762"
2,2024-02-19,19 feb. 2024,G411,GASOLINA,,641,L60,"26,660"
2,2024-02-19,19 feb. 2024,G517,GASOLINA,,641,L60,"9,880"
2,2024-02-19,19 feb. 2024,G760,GASOLINA,,641,L60,"18,783"
2,2024-02-19,19 feb. 2024,G783,GASOLINA,,641,L60,"16,777"
2,2024-02-20,20 feb. 2024,C147,GASOLINA,ALGARROBO,641,L60,"9,877"
2,2024-02-20,20 feb. 2024,G008,GASOLINA,,641,L60,"15,812"
2,2024-02-20,20 feb. 2024,G012,GASOLINA,,641,L60,"9,888"
2,2024-02-20,20 feb. 2024,G021,GASOLINA,,641,L60,"31,570"
2,2024-02-20,20 feb. 2024,G029,GASOLINA,,641,L60,"15,794"
2,2024-02-20,20 feb. 2024,G032,GASOLINA,,641,L60,"7,915"
2,2024-02-20,20 feb. 2024,G046,GASOLINA,,641,L60,"5,924"
2,2024-02-20,20 feb. 2024,G064,GASOLINA,,641,L60,"18,764"
2,2024-02-20,20 feb. 2024,G107,GASOLINA,,641,L60,"7,908"
2,2024-02-20,20 feb. 2024,G134,GASOLINA,,641,L60,"26,693"
2,2024-02-20,20 feb. 2024,G231,GASOLINA,,641,L60,"8,857"
2,2024-02-20,20 feb. 2024,G232,GASOLINA,,641,L60,"14,776"
2,2024-02-20,20 feb. 2024,G305,GASOLINA,,641,L60,"9,875"
2,2024-02-20,20 feb. 2024,G311,GASOLINA,,641,L60,"9,894"
2,2024-02-20,20 feb. 2024,G369,GASOLINA,,641,L60,"23,564"
2,2024-02-20,20 feb. 2024,G371,GASOLINA,,641,L60,"9,895"
2,2024-02-20,20 feb. 2024,G401,GASOLINA,,641,L60,"18,779"
2,2024-02-20,20 feb. 2024,G405,GASOLINA,,641,L60,"17,726"
2,2024-02-20,20 feb. 2024,G412,GASOLINA,,641,L60,"18,711"
2,2024-02-20,20 feb. 2024,G419,GASOLINA,,641,L60,"17,796"
2,2024-02-20,20 feb. 2024,G517,GASOLINA,,641,L60,"7,914"
2,2024-02-20,20 feb. 2024,G711,GASOLINA,,641,L60,"35,569"
2,2024-02-20,20 feb. 2024,G760,GASOLINA,,641,L60,"17,777"
2,2024-02-20,20 feb. 2024,G968,GASOLINA,,641,L60,"16,768"
2,2024-02-21,21 feb. 2024,C018,GASOLINA,YACIMIENTO MINA LOS COLORADOS,641,L60,"9,861"
2,2024-02-21,21 feb. 2024,C043,GASOLINA,MANTOS DE LA LUNA,641,L60,"7,862"
2,2024-02-21,21 feb. 2024,C201,GASOLINA,E/S 40088 VALPARAÍSO,641,L60,"13,830"
2,2024-02-21,21 feb. 2024,G008,GASOLINA,,641,L60,"24,748"
2,2024-02-21,21 feb. 2024,G011,GASOLINA,,641,L60,"18,772"
2,2024-02-21,21 feb. 2024,G034,GASOLINA,,641,L60,"15,812"
2,2024-02-21,21 feb. 2024,G046,GASOLINA,,641,L60,"5,924"
2,2024-02-21,21 feb. 2024,G066,GASOLINA,,641,L60,"9,891"
2,2024-02-21,21 feb. 2024,G115,GASOLINA,,641,L60,"4,944"
2,2024-02-21,21 feb. 2024,G128,GASOLINA,,641,L60,"19,782"
2,2024-02-21,21 feb. 2024,G140,GASOLINA,,641,L60,"30,637"
2,2024-02-21,21 feb. 2024,G142,GASOLINA,,641,L60,"19,759"
2,2024-02-21,21 feb. 2024,G231,GASOLINA,,641,L60,"9,885"
2,2024-02-21,21 feb. 2024,G312,GASOLINA,,641,L60,"9,890"
2,2024-02-21,21 feb. 2024,G370,GASOLINA,,641,L60,"18,771"
2,2024-02-21,21 feb. 2024,G371,GASOLINA,,641,L60,"5,944"
2,2024-02-21,21 feb. 2024,G517,GASOLINA,,641,L60,"12,853"
2,2024-02-21,21 feb. 2024,G711,GASOLINA,,641,L60,"18,782"
2,2024-02-21,21 feb. 2024,G760,GASOLINA,,641,L60,"18,776"
2,2024-02-21,21 feb. 2024,G783,GASOLINA,,641,L60,"16,807"
2,2024-02-22,22 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"7,544,719"
2,2024-02-22,22 feb. 2024,C018,GASOLINA,YACIMIENTO MINA LOS COLORADOS,641,L60,"9,894"
2,2024-02-22,22 feb. 2024,C043,GASOLINA,MANTOS DE LA LUNA,641,L60,"7,897"
2,2024-02-22,22 feb. 2024,G008,GASOLINA,,641,L60,"9,924"
2,2024-02-22,22 feb. 2024,G011,GASOLINA,,641,L60,"16,811"
2,2024-02-22,22 feb. 2024,G029,GASOLINA,,641,L60,"25,746"
2,2024-02-22,22 feb. 2024,G055,GASOLINA,,641,L60,"9,884"
2,2024-02-22,22 feb. 2024,G087,GASOLINA,,641,L60,"16,831"
2,2024-02-22,22 feb. 2024,G115,GASOLINA,,641,L60,"4,945"
2,2024-02-22,22 feb. 2024,G134,GASOLINA,,641,L60,"14,836"
2,2024-02-22,22 feb. 2024,G267,GASOLINA,,641,L60,"10,876"
2,2024-02-22,22 feb. 2024,G305,GASOLINA,,641,L60,"16,786"
2,2024-02-22,22 feb. 2024,G355,GASOLINA,,641,L60,"17,792"
2,2024-02-22,22 feb. 2024,G401,GASOLINA,,641,L60,"18,785"
2,2024-02-22,22 feb. 2024,G422,GASOLINA,,641,L60,"15,831"
2,2024-02-22,22 feb. 2024,G426,GASOLINA,,641,L60,"16,827"
2,2024-02-22,22 feb. 2024,G711,GASOLINA,,641,L60,"22,722"
2,2024-02-22,22 feb. 2024,G968,GASOLINA,,641,L60,"9,895"
2,2024-02-23,23 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"690,729"
2,2024-02-23,23 feb. 2024,C010,GASOLINA,KEROSENE EESS 20071,641,L60,"14,816"
2,2024-02-23,23 feb. 2024,C147,GASOLINA,ALGARROBO,641,L60,"9,829"
2,2024-02-23,23 feb. 2024,C201,GASOLINA,E/S 40088 VALPARAÍSO,641,L60,"14,732"
2,2024-02-23,23 feb. 2024,G011,GASOLINA,,641,L60,"4,932"
2,2024-02-23,23 feb. 2024,G029,GASOLINA,,641,L60,"22,746"
2,2024-02-23,23 feb. 2024,G032,GASOLINA,,641,L60,"16,780"
2,2024-02-23,23 feb. 2024,G034,GASOLINA,,641,L60,"9,857"
2,2024-02-23,23 feb. 2024,G053,GASOLINA,,641,L60,"7,890"
2,2024-02-23,23 feb. 2024,G055,GASOLINA,,641,L60,"9,891"
2,2024-02-23,23 feb. 2024,G057,GASOLINA,,641,L60,"9,880"
2,2024-02-23,23 feb. 2024,G087,GASOLINA,,641,L60,"17,718"
2,2024-02-23,23 feb. 2024,G093,GASOLINA,,641,L60,"8,893"
2,2024-02-23,23 feb. 2024,G115,GASOLINA,,641,L60,"9,868"
2,2024-02-23,23 feb. 2024,G158,GASOLINA,,641,L60,"14,834"
2,2024-02-23,23 feb. 2024,G231,GASOLINA,,641,L60,"16,724"
2,2024-02-23,23 feb. 2024,G283,GASOLINA,,641,L60,"14,813"
2,2024-02-23,23 feb. 2024,G308,GASOLINA,,641,L60,"13,815"
2,2024-02-23,23 feb. 2024,G311,GASOLINA,,641,L60,"9,940"
2,2024-02-23,23 feb. 2024,G401,GASOLINA,,641,L60,"18,713"
2,2024-02-23,23 feb. 2024,G711,GASOLINA,,641,L60,"32,626"
2,2024-02-23,23 feb. 2024,G783,GASOLINA,,641,L60,"9,864"
2,2024-02-23,23 feb. 2024,G968,GASOLINA,,641,L60,"16,724"
2,2024-02-24,24 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"720,798"
2,2024-02-24,24 feb. 2024,C010,GASOLINA,KEROSENE EESS 20071,641,L60,"9,800"
2,2024-02-24,24 feb. 2024,G007,GASOLINA,,641,L60,"14,822"
2,2024-02-24,24 feb. 2024,G008,GASOLINA,,641,L60,"15,786"
2,2024-02-24,24 feb. 2024,G046,GASOLINA,,641,L60,"5,915"
2,2024-02-24,24 feb. 2024,G107,GASOLINA,,641,L60,"9,868"
2,2024-02-24,24 feb. 2024,G115,GASOLINA,,641,L60,"4,935"
2,2024-02-24,24 feb. 2024,G123,GASOLINA,,641,L60,"8,891"
2,2024-02-24,24 feb. 2024,G145,GASOLINA,,641,L60,"16,703"
2,2024-02-24,24 feb. 2024,G231,GASOLINA,,641,L60,"13,807"
2,2024-02-24,24 feb. 2024,G312,GASOLINA,,641,L60,"27,455"
2,2024-02-24,24 feb. 2024,G405,GASOLINA,,641,L60,"14,797"
2,2024-02-24,24 feb. 2024,G411,GASOLINA,,641,L60,"29,581"
2,2024-02-24,24 feb. 2024,G412,GASOLINA,,641,L60,"18,744"
2,2024-02-24,24 feb. 2024,G419,GASOLINA,,641,L60,"18,746"
2,2024-02-24,24 feb. 2024,G426,GASOLINA,,641,L60,"16,761"
2,2024-02-24,24 feb. 2024,G517,GASOLINA,,641,L60,"24,675"
2,2024-02-24,24 feb. 2024,G760,GASOLINA,,641,L60,"37,485"
2,2024-02-24,24 feb. 2024,G783,GASOLINA,,641,L60,"16,777"
2,2024-02-25,25 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"502,685"
2,2024-02-25,25 feb. 2024,C018,GASOLINA,YACIMIENTO MINA LOS COLORADOS,641,L60,"9,885"
2,2024-02-25,25 feb. 2024,G007,GASOLINA,,641,L60,"14,810"
2,2024-02-25,25 feb. 2024,G012,GASOLINA,,641,L60,"9,866"
2,2024-02-25,25 feb. 2024,G039,GASOLINA,,641,L60,"8,912"
2,2024-02-25,25 feb. 2024,G057,GASOLINA,,641,L60,"12,900"
2,2024-02-25,25 feb. 2024,G107,GASOLINA,,641,L60,"9,877"
2,2024-02-25,25 feb. 2024,G140,GASOLINA,,641,L60,"13,823"
2,2024-02-25,25 feb. 2024,G158,GASOLINA,,641,L60,"18,706"
2,2024-02-25,25 feb. 2024,G286,GASOLINA,,641,L60,"10,861"
2,2024-02-25,25 feb. 2024,G311,GASOLINA,,641,L60,"18,766"
2,2024-02-25,25 feb. 2024,G355,GASOLINA,,641,L60,"12,858"
2,2024-02-25,25 feb. 2024,G371,GASOLINA,,641,L60,"26,599"
2,2024-02-25,25 feb. 2024,G419,GASOLINA,,641,L60,"17,793"
2,2024-02-25,25 feb. 2024,G540,GASOLINA,,641,L60,"9,885"
2,2024-02-25,25 feb. 2024,G691,GASOLINA,,641,L60,"16,815"
2,2024-02-25,25 feb. 2024,G783,GASOLINA,,641,L60,"9,883"
2,2024-02-26,26 feb. 2024,1227,GASOLINA,E/S 40143 COMBARBALÁ,641,L60,"5,964,143"
2,2024-02-26,26 feb. 2024,1228,GASOLINA,E/S 40144 COQUIMBO,641,L60,"6,622,548"
2,2024-02-26,26 feb. 2024,C043,GASOLINA,MANTOS DE LA LUNA,641,L60,"7,894"
2,2024-02-26,26 feb. 2024,G008,GASOLINA,,641,L60,"15,740"
2,2024-02-26,26 feb. 2024,G011,GASOLINA,,641,L60,"18,779"
2,2024-02-26,26 feb. 2024,G021,GASOLINA,,641,L60,"17,766"
2,2024-02-26,26 feb. 2024,G046,GASOLINA,,641,L60,"8,881"
2,2024-02-26,26 feb. 2024,G053,GASOLINA,,641,L60,"9,908"
2,2024-02-26,26 feb. 2024,G087,GASOLINA,,641,L60,"16,756"
2,2024-02-26,26 feb. 2024,G115,GASOLINA,,641,L60,"5,932"
2,2024-02-26,26 feb. 2024,G128,GASOLINA,,641,L60,"8,882"
2,2024-02-26,26 feb. 2024,G197,GASOLINA,,641,L60,"17,747"
2,2024-02-26,26 feb. 2024,G237,GASOLINA,,641,L60,"9,867"
2,2024-02-26,26 feb. 2024,G308,GASOLINA,,641,L60,"18,785"
2,2024-02-26,26 feb. 2024,G312,GASOLINA,,641,L60,"16,806"
2,2024-02-26,26 feb. 2024,G370,GASOLINA,,641,L60,"18,654"
2,2024-02-26,26 feb. 2024,G371,GASOLINA,,641,L60,"10,906"
2,2024-02-26,26 feb. 2024,G401,GASOLINA,,641,L60,"18,781"
2,2024-02-26,26 feb. 2024,G411,GASOLINA,,641,L60,"34,485"
2,2024-02-26,26 feb. 2024,G426,GASOLINA,,641,L60,"4,946"
2,2024-02-26,26 feb. 2024,G760,GASOLINA,,641,L60,"18,747"
2,2024-02-26,26 feb. 2024,G783,GASOLINA,,641,L60,"16,816"
2,2024-02-26,26 feb. 2024,G968,GASOLINA,,641,L60,"16,768"
