,,,,,,,Indicadores,SUMA_NETA
MATERIAL1,FECHA,,ID CENTRO,GRUPO_ARTICULOS,NOMBRE_CENTRO,CLASE_MOVIMIENTO,UNIDAD,
16,2024-01-02,2 ene. 2024,C527,DIESEL,,641,L60,"7,964"
16,2024-01-02,2 ene. 2024,G007,DIESEL,,641,L60,"7,943"
16,2024-01-02,2 ene. 2024,G011,DIESEL,,641,L60,"8,937"
16,2024-01-02,2 ene. 2024,G012,DIESEL,,641,L60,"19,850"
16,2024-01-02,2 ene. 2024,G032,DIESEL,,641,L60,"21,846"
16,2024-01-02,2 ene. 2024,G107,DIESEL,,641,L60,"7,945"
16,2024-01-02,2 ene. 2024,G134,DIESEL,,641,L60,"8,934"
16,2024-01-02,2 ene. 2024,G145,DIESEL,,641,L60,"21,826"
16,2024-01-02,2 ene. 2024,G231,DIESEL,,641,L60,"26,795"
16,2024-01-02,2 ene. 2024,G267,DIESEL,,641,L60,"4,978"
16,2024-01-02,2 ene. 2024,G286,DIESEL,,641,L60,"3,970"
16,2024-01-02,2 ene. 2024,G305,DIESEL,,641,L60,"9,926"
16,2024-01-02,2 ene. 2024,G311,DIESEL,,641,L60,"4,966"
16,2024-01-02,2 ene. 2024,G355,DIESEL,,641,L60,"7,945"
16,2024-01-02,2 ene. 2024,G369,DIESEL,,641,L60,"7,941"
16,2024-01-02,2 ene. 2024,G370,DIESEL,,641,L60,"4,966"
16,2024-01-02,2 ene. 2024,G401,DIESEL,,641,L60,"12,902"
16,2024-01-02,2 ene. 2024,G411,DIESEL,,641,L60,"53,580"
16,2024-01-02,2 ene. 2024,G412,DIESEL,,641,L60,"7,942"
16,2024-01-02,2 ene. 2024,G419,DIESEL,,641,L60,"4,966"
16,2024-01-02,2 ene. 2024,G426,DIESEL,,641,L60,"12,904"
16,2024-01-02,2 ene. 2024,G540,DIESEL,,641,L60,"4,964"
16,2024-01-02,2 ene. 2024,G783,DIESEL,,641,L60,"9,933"
16,2024-01-03,3 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,641,L60,"783,818"
16,2024-01-03,3 ene. 2024,C004,DIESEL,MINERA CORDILLERA CHILE SCM,641,L60,"8,957"
16,2024-01-03,3 ene. 2024,C014,DIESEL,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"23,837"
16,2024-01-03,3 ene. 2024,C018,DIESEL,YACIMIENTO MINA LOS COLORADOS,641,L60,"16,895"
16,2024-01-03,3 ene. 2024,C046,DIESEL,CODELCO - GABRIELA MISTRAL,641,L60,"4,975"
16,2024-01-03,3 ene. 2024,C059,DIESEL,PROYECTO ALMA,641,L60,"16,913"
16,2024-01-03,3 ene. 2024,C062,DIESEL,MINERA ANTUCOYA,641,L60,"9,947"
16,2024-01-03,3 ene. 2024,C091,DIESEL,DEPOSITO PARMA,641,L60,"7,959"
16,2024-01-03,3 ene. 2024,C201,DIESEL,E/S 40088 VALPARAÍSO,641,L60,"14,902"
16,2024-01-03,3 ene. 2024,C369,DIESEL,E/S 40091 QUILPUÉ,641,L60,"4,977"
16,2024-01-03,3 ene. 2024,C514,DIESEL,,641,L60,"9,950"
16,2024-01-03,3 ene. 2024,C603,DIESEL,,641,L60,"35,818"
16,2024-01-03,3 ene. 2024,C609,DIESEL,,641,L60,"9,951"
16,2024-01-03,3 ene. 2024,G029,DIESEL,,641,L60,"31,792"
16,2024-01-03,3 ene. 2024,G032,DIESEL,,641,L60,"35,785"
16,2024-01-03,3 ene. 2024,G034,DIESEL,,641,L60,"9,929"
16,2024-01-03,3 ene. 2024,G039,DIESEL,,641,L60,"4,963"
16,2024-01-03,3 ene. 2024,G046,DIESEL,,641,L60,"18,876"
16,2024-01-03,3 ene. 2024,G057,DIESEL,,641,L60,"4,967"
16,2024-01-03,3 ene. 2024,G087,DIESEL,,641,L60,"7,950"
16,2024-01-03,3 ene. 2024,G115,DIESEL,,641,L60,"24,823"
16,2024-01-03,3 ene. 2024,G128,DIESEL,,641,L60,"14,907"
16,2024-01-03,3 ene. 2024,G140,DIESEL,,641,L60,"9,937"
16,2024-01-03,3 ene. 2024,G197,DIESEL,,641,L60,"8,942"
16,2024-01-03,3 ene. 2024,G231,DIESEL,,641,L60,"14,899"
16,2024-01-03,3 ene. 2024,G237,DIESEL,,641,L60,"16,894"
16,2024-01-03,3 ene. 2024,G267,DIESEL,,641,L60,"3,976"
16,2024-01-03,3 ene. 2024,G283,DIESEL,,641,L60,"8,942"
16,2024-01-03,3 ene. 2024,G308,DIESEL,,641,L60,"7,944"
16,2024-01-03,3 ene. 2024,G312,DIESEL,,641,L60,"50,687"
16,2024-01-03,3 ene. 2024,G371,DIESEL,,641,L60,"4,971"
16,2024-01-03,3 ene. 2024,G416,DIESEL,,641,L60,"16,900"
16,2024-01-03,3 ene. 2024,G691,DIESEL,,641,L60,"9,929"
16,2024-01-03,3 ene. 2024,G711,DIESEL,,641,L60,"12,906"
16,2024-01-03,3 ene. 2024,G760,DIESEL,,641,L60,"8,940"
16,2024-01-03,3 ene. 2024,G968,DIESEL,,641,L60,"9,921"
16,2024-01-04,4 ene. 2024,1208,DIESEL,E/S 40128 VIÑA DEL MAR,641,L60,"258,953"
16,2024-01-04,4 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,641,L60,"781,669"
16,2024-01-04,4 ene. 2024,C004,DIESEL,MINERA CORDILLERA CHILE SCM,641,L60,"7,969"
16,2024-01-04,4 ene. 2024,C010,DIESEL,KEROSENE EESS 20071,641,L60,"19,862"
16,2024-01-04,4 ene. 2024,C033,DIESEL,CIA. SIDERURGICA HUACHIPATO,641,L60,"7,962"
16,2024-01-04,4 ene. 2024,C043,DIESEL,MANTOS DE LA LUNA,641,L60,"18,864"
16,2024-01-04,4 ene. 2024,C051,DIESEL,M/N PALERMO - PETROMAR,641,L60,"9,951"
16,2024-01-04,4 ene. 2024,C078,DIESEL,CODELCO - ANDINA HUECHUN,641,L60,"23,899"
16,2024-01-04,4 ene. 2024,C095,DIESEL,M/N RIEKA,641,L60,"9,951"
16,2024-01-04,4 ene. 2024,C096,DIESEL,EMPORMONTT CASTRO,641,L60,"8,958"
16,2024-01-04,4 ene. 2024,C120,DIESEL,MARÍA PINTO,641,L60,"7,960"
16,2024-01-04,4 ene. 2024,C142,DIESEL,VILLA ALEMANA,641,L60,"5,980"
16,2024-01-04,4 ene. 2024,C163,DIESEL,SAN FELIPE,641,L60,"21,897"
16,2024-01-04,4 ene. 2024,C198,DIESEL,E/S 40066 VALPARAÍSO,641,L60,"8,971"
16,2024-01-04,4 ene. 2024,C368,DIESEL,E/S 40090 QUILLOTA,641,L60,"14,927"
16,2024-01-04,4 ene. 2024,C369,DIESEL,E/S 40091 QUILPUÉ,641,L60,"5,972"
16,2024-01-04,4 ene. 2024,C603,DIESEL,,641,L60,"17,943"
16,2024-01-04,4 ene. 2024,C609,DIESEL,,641,L60,"9,950"
16,2024-01-04,4 ene. 2024,G007,DIESEL,,641,L60,"9,935"
16,2024-01-04,4 ene. 2024,G012,DIESEL,,641,L60,"20,865"
16,2024-01-04,4 ene. 2024,G021,DIESEL,,641,L60,"4,966"
16,2024-01-04,4 ene. 2024,G046,DIESEL,,641,L60,"14,889"
16,2024-01-04,4 ene. 2024,G053,DIESEL,,641,L60,"8,933"
16,2024-01-04,4 ene. 2024,G128,DIESEL,,641,L60,"20,863"
16,2024-01-04,4 ene. 2024,G134,DIESEL,,641,L60,"8,933"
16,2024-01-04,4 ene. 2024,G140,DIESEL,,641,L60,"8,950"
16,2024-01-04,4 ene. 2024,G158,DIESEL,,641,L60,"9,936"
16,2024-01-04,4 ene. 2024,G312,DIESEL,,641,L60,"57,623"
16,2024-01-04,4 ene. 2024,G355,DIESEL,,641,L60,"7,957"
16,2024-01-04,4 ene. 2024,G401,DIESEL,,641,L60,"4,973"
16,2024-01-04,4 ene. 2024,G405,DIESEL,,641,L60,"4,966"
16,2024-01-04,4 ene. 2024,G540,DIESEL,,641,L60,"4,952"
16,2024-01-04,4 ene. 2024,G711,DIESEL,,641,L60,"8,954"
16,2024-01-05,5 ene. 2024,1208,DIESEL,E/S 40128 VIÑA DEL MAR,641,L60,"333,925"
16,2024-01-05,5 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,642,L60,"-18,888"
16,2024-01-05,5 ene. 2024,C005,DIESEL,COMBUST. MUELLE PESQUERO ARICA,641,L60,"4,985"
16,2024-01-05,5 ene. 2024,C010,DIESEL,KEROSENE EESS 20071,641,L60,"14,894"
16,2024-01-05,5 ene. 2024,C018,DIESEL,YACIMIENTO MINA LOS COLORADOS,641,L60,"24,826"
16,2024-01-05,5 ene. 2024,C043,DIESEL,MANTOS DE LA LUNA,641,L60,"18,861"
16,2024-01-05,5 ene. 2024,C046,DIESEL,CODELCO - GABRIELA MISTRAL,641,L60,"4,983"
16,2024-01-05,5 ene. 2024,C050,DIESEL,DEPOSITO OXXEAN PTO. CHACABUCO,641,L60,"3,986"
16,2024-01-05,5 ene. 2024,C051,DIESEL,M/N PALERMO - PETROMAR,641,L60,"9,965"
16,2024-01-05,5 ene. 2024,C052,DIESEL,DEPOSITO CASERONES,641,L60,"7,959"
16,2024-01-05,5 ene. 2024,C062,DIESEL,MINERA ANTUCOYA,641,L60,"9,962"
16,2024-01-05,5 ene. 2024,C091,DIESEL,DEPOSITO PARMA,641,L60,"12,968"
16,2024-01-05,5 ene. 2024,C095,DIESEL,M/N RIEKA,641,L60,"16,946"
16,2024-01-05,5 ene. 2024,C142,DIESEL,VILLA ALEMANA,641,L60,"5,979"
16,2024-01-05,5 ene. 2024,C163,DIESEL,SAN FELIPE,641,L60,"31,891"
16,2024-01-05,5 ene. 2024,C165,DIESEL,SAN FELIPE,641,L60,"8,975"
16,2024-01-05,5 ene. 2024,C170,DIESEL,E/S 40053 CABILDO,641,L60,"9,967"
16,2024-01-05,5 ene. 2024,C198,DIESEL,E/S 40066 VALPARAÍSO,641,L60,"4,987"
16,2024-01-05,5 ene. 2024,C368,DIESEL,E/S 40090 QUILLOTA,641,L60,"22,921"
16,2024-01-05,5 ene. 2024,C369,DIESEL,E/S 40091 QUILPUÉ,641,L60,"5,980"
16,2024-01-05,5 ene. 2024,C514,DIESEL,,641,L60,"9,966"
16,2024-01-05,5 ene. 2024,C603,DIESEL,,641,L60,"33,889"
16,2024-01-05,5 ene. 2024,G012,DIESEL,,641,L60,"9,932"
16,2024-01-05,5 ene. 2024,G032,DIESEL,,641,L60,"34,764"
16,2024-01-05,5 ene. 2024,G034,DIESEL,,641,L60,"8,943"
16,2024-01-05,5 ene. 2024,G039,DIESEL,,641,L60,"5,959"
16,2024-01-05,5 ene. 2024,G057,DIESEL,,641,L60,"4,970"
16,2024-01-05,5 ene. 2024,G064,DIESEL,,641,L60,"7,942"
16,2024-01-05,5 ene. 2024,G093,DIESEL,,641,L60,"21,858"
16,2024-01-05,5 ene. 2024,G140,DIESEL,,641,L60,"18,884"
16,2024-01-05,5 ene. 2024,G197,DIESEL,,641,L60,"12,912"
16,2024-01-05,5 ene. 2024,G231,DIESEL,,641,L60,"9,930"
16,2024-01-05,5 ene. 2024,G237,DIESEL,,641,L60,"9,924"
16,2024-01-05,5 ene. 2024,G283,DIESEL,,641,L60,"9,938"
16,2024-01-05,5 ene. 2024,G308,DIESEL,,641,L60,"9,937"
16,2024-01-05,5 ene. 2024,G311,DIESEL,,641,L60,"7,946"
16,2024-01-05,5 ene. 2024,G312,DIESEL,,641,L60,"31,779"
16,2024-01-05,5 ene. 2024,G369,DIESEL,,641,L60,"7,944"
16,2024-01-05,5 ene. 2024,G401,DIESEL,,641,L60,"4,970"
16,2024-01-05,5 ene. 2024,G411,DIESEL,,641,L60,"39,734"
16,2024-01-05,5 ene. 2024,G711,DIESEL,,641,L60,"23,856"
16,2024-01-05,5 ene. 2024,G783,DIESEL,,641,L60,"37,771"
16,2024-01-05,5 ene. 2024,G783,DIESEL,,642,L60,"-18,888"
16,2024-01-06,6 ene. 2024,1208,DIESEL,E/S 40128 VIÑA DEL MAR,641,L60,"280,641"
16,2024-01-06,6 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,642,L60,"-17,481"
16,2024-01-06,6 ene. 2024,C014,DIESEL,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"4,965"
16,2024-01-06,6 ene. 2024,C046,DIESEL,CODELCO - GABRIELA MISTRAL,641,L60,"9,955"
16,2024-01-06,6 ene. 2024,C049,DIESEL,TRANSPORTES GEMINIS,641,L60,"3,994"
16,2024-01-06,6 ene. 2024,C050,DIESEL,DEPOSITO OXXEAN PTO. CHACABUCO,641,L60,"5,972"
16,2024-01-06,6 ene. 2024,C051,DIESEL,M/N PALERMO - PETROMAR,641,L60,"3,990"
16,2024-01-06,6 ene. 2024,C095,DIESEL,M/N RIEKA,641,L60,"9,952"
16,2024-01-06,6 ene. 2024,C120,DIESEL,MARÍA PINTO,641,L60,"7,962"
16,2024-01-06,6 ene. 2024,C142,DIESEL,VILLA ALEMANA,641,L60,"4,976"
16,2024-01-06,6 ene. 2024,C147,DIESEL,ALGARROBO,641,L60,"23,799"
16,2024-01-06,6 ene. 2024,C163,DIESEL,SAN FELIPE,641,L60,"18,914"
16,2024-01-06,6 ene. 2024,C165,DIESEL,SAN FELIPE,641,L60,"8,955"
16,2024-01-06,6 ene. 2024,C201,DIESEL,E/S 40088 VALPARAÍSO,641,L60,"9,943"
16,2024-01-06,6 ene. 2024,C368,DIESEL,E/S 40090 QUILLOTA,641,L60,"22,901"
16,2024-01-06,6 ene. 2024,C369,DIESEL,E/S 40091 QUILPUÉ,641,L60,"8,954"
16,2024-01-06,6 ene. 2024,C603,DIESEL,,641,L60,"32,840"
16,2024-01-06,6 ene. 2024,G007,DIESEL,,641,L60,"4,971"
16,2024-01-06,6 ene. 2024,G008,DIESEL,,641,L60,"8,944"
16,2024-01-06,6 ene. 2024,G011,DIESEL,,641,L60,"9,942"
16,2024-01-06,6 ene. 2024,G029,DIESEL,,641,L60,"31,779"
16,2024-01-06,6 ene. 2024,G046,DIESEL,,641,L60,"15,887"
16,2024-01-06,6 ene. 2024,G053,DIESEL,,641,L60,"9,935"
16,2024-01-06,6 ene. 2024,G107,DIESEL,,641,L60,"8,944"
16,2024-01-06,6 ene. 2024,G158,DIESEL,,641,L60,"8,946"
16,2024-01-06,6 ene. 2024,G197,DIESEL,,641,L60,"8,943"
16,2024-01-06,6 ene. 2024,G311,DIESEL,,641,L60,"8,942"
16,2024-01-06,6 ene. 2024,G355,DIESEL,,641,L60,"7,947"
16,2024-01-06,6 ene. 2024,G370,DIESEL,,641,L60,"4,972"
16,2024-01-06,6 ene. 2024,G405,DIESEL,,641,L60,"8,947"
16,2024-01-06,6 ene. 2024,G411,DIESEL,,641,L60,"35,745"
16,2024-01-06,6 ene. 2024,G412,DIESEL,,641,L60,"4,973"
16,2024-01-06,6 ene. 2024,G419,DIESEL,,641,L60,"9,941"
16,2024-01-06,6 ene. 2024,G422,DIESEL,,641,L60,"5,968"
16,2024-01-06,6 ene. 2024,G426,DIESEL,,641,L60,"9,933"
16,2024-01-06,6 ene. 2024,G436,DIESEL,,641,L60,"9,940"
16,2024-01-06,6 ene. 2024,G968,DIESEL,,641,L60,"9,929"
16,2024-01-07,7 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,641,L60,"309,880"
16,2024-01-07,7 ene. 2024,C046,DIESEL,CODELCO - GABRIELA MISTRAL,641,L60,"4,969"
16,2024-01-07,7 ene. 2024,C059,DIESEL,PROYECTO ALMA,641,L60,"9,946"
16,2024-01-07,7 ene. 2024,C096,DIESEL,EMPORMONTT CASTRO,641,L60,"13,892"
16,2024-01-07,7 ene. 2024,C142,DIESEL,VILLA ALEMANA,641,L60,"4,970"
16,2024-01-07,7 ene. 2024,C170,DIESEL,E/S 40053 CABILDO,641,L60,"16,908"
16,2024-01-07,7 ene. 2024,G007,DIESEL,,641,L60,"8,934"
16,2024-01-07,7 ene. 2024,G008,DIESEL,,641,L60,"8,945"
16,2024-01-07,7 ene. 2024,G055,DIESEL,,641,L60,"8,944"
16,2024-01-07,7 ene. 2024,G140,DIESEL,,641,L60,"7,945"
16,2024-01-07,7 ene. 2024,G142,DIESEL,,641,L60,"10,926"
16,2024-01-07,7 ene. 2024,G145,DIESEL,,641,L60,"8,918"
16,2024-01-07,7 ene. 2024,G158,DIESEL,,641,L60,"9,931"
16,2024-01-07,7 ene. 2024,G283,DIESEL,,641,L60,"7,980"
16,2024-01-07,7 ene. 2024,G305,DIESEL,,641,L60,"9,922"
16,2024-01-07,7 ene. 2024,G311,DIESEL,,641,L60,"4,994"
16,2024-01-07,7 ene. 2024,G312,DIESEL,,641,L60,"13,970"
16,2024-01-07,7 ene. 2024,G371,DIESEL,,641,L60,"4,969"
16,2024-01-07,7 ene. 2024,G411,DIESEL,,641,L60,"30,752"
16,2024-01-07,7 ene. 2024,G517,DIESEL,,641,L60,"16,865"
16,2024-01-07,7 ene. 2024,G691,DIESEL,,641,L60,"9,960"
16,2024-01-07,7 ene. 2024,G760,DIESEL,,641,L60,"4,965"
16,2024-01-08,8 ene. 2024,1208,DIESEL,E/S 40128 VIÑA DEL MAR,641,L60,"350,346"
16,2024-01-08,8 ene. 2024,C010,DIESEL,KEROSENE EESS 20071,641,L60,"20,739"
16,2024-01-08,8 ene. 2024,C033,DIESEL,CIA. SIDERURGICA HUACHIPATO,641,L60,"4,985"
16,2024-01-08,8 ene. 2024,C043,DIESEL,MANTOS DE LA LUNA,641,L60,"18,868"
16,2024-01-08,8 ene. 2024,C050,DIESEL,DEPOSITO OXXEAN PTO. CHACABUCO,641,L60,"3,982"
16,2024-01-08,8 ene. 2024,C051,DIESEL,M/N PALERMO - PETROMAR,641,L60,"15,925"
16,2024-01-08,8 ene. 2024,C059,DIESEL,PROYECTO ALMA,641,L60,"9,944"
16,2024-01-08,8 ene. 2024,C062,DIESEL,MINERA ANTUCOYA,641,L60,"9,944"
16,2024-01-08,8 ene. 2024,C066,DIESEL,CODELCO - ANDINA,641,L60,"9,950"
16,2024-01-08,8 ene. 2024,C090,DIESEL,SQM Puerto Tocopilla,641,L60,"23,878"
16,2024-01-08,8 ene. 2024,C095,DIESEL,M/N RIEKA,641,L60,"9,960"
16,2024-01-08,8 ene. 2024,C120,DIESEL,MARÍA PINTO,641,L60,"21,904"
16,2024-01-08,8 ene. 2024,C165,DIESEL,SAN FELIPE,641,L60,"8,951"
16,2024-01-08,8 ene. 2024,C368,DIESEL,E/S 40090 QUILLOTA,641,L60,"17,940"
16,2024-01-08,8 ene. 2024,C603,DIESEL,,641,L60,"38,805"
16,2024-01-08,8 ene. 2024,C609,DIESEL,,641,L60,"15,944"
16,2024-01-08,8 ene. 2024,G012,DIESEL,,641,L60,"14,896"
16,2024-01-08,8 ene. 2024,G021,DIESEL,,641,L60,"8,947"
16,2024-01-08,8 ene. 2024,G032,DIESEL,,641,L60,"37,743"
16,2024-01-08,8 ene. 2024,G053,DIESEL,,641,L60,"7,951"
16,2024-01-08,8 ene. 2024,G057,DIESEL,,641,L60,"13,906"
16,2024-01-08,8 ene. 2024,G087,DIESEL,,641,L60,"9,960"
16,2024-01-08,8 ene. 2024,G115,DIESEL,,641,L60,"20,851"
16,2024-01-08,8 ene. 2024,G123,DIESEL,,641,L60,"8,936"
16,2024-01-08,8 ene. 2024,G128,DIESEL,,641,L60,"16,872"
16,2024-01-08,8 ene. 2024,G134,DIESEL,,641,L60,"3,974"
16,2024-01-08,8 ene. 2024,G312,DIESEL,,641,L60,"50,738"
16,2024-01-08,8 ene. 2024,G371,DIESEL,,641,L60,"8,942"
16,2024-01-08,8 ene. 2024,G426,DIESEL,,641,L60,"5,962"
16,2024-01-08,8 ene. 2024,G517,DIESEL,,641,L60,"87,384"
16,2024-01-09,9 ene. 2024,1208,DIESEL,E/S 40128 VIÑA DEL MAR,641,L60,"262,820"
16,2024-01-09,9 ene. 2024,C005,DIESEL,COMBUST. MUELLE PESQUERO ARICA,641,L60,"4,977"
16,2024-01-09,9 ene. 2024,C033,DIESEL,CIA. SIDERURGICA HUACHIPATO,641,L60,"4,977"
16,2024-01-09,9 ene. 2024,C043,DIESEL,MANTOS DE LA LUNA,641,L60,"23,799"
16,2024-01-09,9 ene. 2024,C050,DIESEL,DEPOSITO OXXEAN PTO. CHACABUCO,641,L60,"3,984"
16,2024-01-09,9 ene. 2024,C062,DIESEL,MINERA ANTUCOYA,641,L60,"16,907"
16,2024-01-09,9 ene. 2024,C090,DIESEL,SQM Puerto Tocopilla,641,L60,"20,892"
16,2024-01-09,9 ene. 2024,C095,DIESEL,M/N RIEKA,641,L60,"9,954"
16,2024-01-09,9 ene. 2024,C120,DIESEL,MARÍA PINTO,641,L60,"43,812"
16,2024-01-09,9 ene. 2024,C163,DIESEL,SAN FELIPE,641,L60,"23,926"
16,2024-01-09,9 ene. 2024,C368,DIESEL,E/S 40090 QUILLOTA,641,L60,"23,896"
16,2024-01-09,9 ene. 2024,C369,DIESEL,E/S 40091 QUILPUÉ,641,L60,"8,959"
16,2024-01-09,9 ene. 2024,C609,DIESEL,,641,L60,"9,954"
16,2024-01-09,9 ene. 2024,G007,DIESEL,,641,L60,"8,945"
16,2024-01-09,9 ene. 2024,G008,DIESEL,,641,L60,"8,926"
16,2024-01-09,9 ene. 2024,G011,DIESEL,,641,L60,"7,944"
16,2024-01-09,9 ene. 2024,G053,DIESEL,,641,L60,"7,940"
16,2024-01-09,9 ene. 2024,G087,DIESEL,,641,L60,"8,942"
16,2024-01-09,9 ene. 2024,G142,DIESEL,,641,L60,"19,844"
16,2024-01-09,9 ene. 2024,G231,DIESEL,,641,L60,"31,731"
16,2024-01-09,9 ene. 2024,G267,DIESEL,,641,L60,"3,978"
16,2024-01-09,9 ene. 2024,G305,DIESEL,,641,L60,"16,862"
16,2024-01-09,9 ene. 2024,G311,DIESEL,,641,L60,"8,939"
16,2024-01-09,9 ene. 2024,G312,DIESEL,,641,L60,"65,492"
16,2024-01-09,9 ene. 2024,G369,DIESEL,,641,L60,"8,924"
16,2024-01-09,9 ene. 2024,G370,DIESEL,,641,L60,"4,958"
16,2024-01-09,9 ene. 2024,G405,DIESEL,,641,L60,"8,936"
16,2024-01-09,9 ene. 2024,G419,DIESEL,,641,L60,"4,967"
16,2024-01-09,9 ene. 2024,G436,DIESEL,,641,L60,"17,872"
16,2024-01-09,9 ene. 2024,G517,DIESEL,,641,L60,"82,354"
16,2024-01-09,9 ene. 2024,G540,DIESEL,,641,L60,"5,947"
16,2024-01-09,9 ene. 2024,G711,DIESEL,,641,L60,"26,780"
16,2024-01-09,9 ene. 2024,G760,DIESEL,,641,L60,"4,969"
16,2024-01-10,10 ene. 2024,1208,DIESEL,E/S 40128 VIÑA DEL MAR,641,L60,"345,373"
16,2024-01-10,10 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,641,L60,"829,838"
16,2024-01-10,10 ene. 2024,C010,DIESEL,KEROSENE EESS 20071,641,L60,"20,845"
16,2024-01-10,10 ene. 2024,C014,DIESEL,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"16,890"
16,2024-01-10,10 ene. 2024,C018,DIESEL,YACIMIENTO MINA LOS COLORADOS,641,L60,"16,878"
16,2024-01-10,10 ene. 2024,C043,DIESEL,MANTOS DE LA LUNA,641,L60,"18,868"
16,2024-01-10,10 ene. 2024,C046,DIESEL,CODELCO - GABRIELA MISTRAL,641,L60,"4,977"
16,2024-01-10,10 ene. 2024,C051,DIESEL,M/N PALERMO - PETROMAR,641,L60,"10,948"
16,2024-01-10,10 ene. 2024,C059,DIESEL,PROYECTO ALMA,641,L60,"16,907"
16,2024-01-10,10 ene. 2024,C066,DIESEL,CODELCO - ANDINA,641,L60,"13,936"
16,2024-01-10,10 ene. 2024,C078,DIESEL,CODELCO - ANDINA HUECHUN,641,L60,"14,925"
16,2024-01-10,10 ene. 2024,C090,DIESEL,SQM Puerto Tocopilla,641,L60,"48,757"
16,2024-01-10,10 ene. 2024,C091,DIESEL,DEPOSITO PARMA,641,L60,"12,929"
16,2024-01-10,10 ene. 2024,C096,DIESEL,EMPORMONTT CASTRO,641,L60,"16,934"
16,2024-01-10,10 ene. 2024,C142,DIESEL,VILLA ALEMANA,641,L60,"4,977"
16,2024-01-10,10 ene. 2024,C147,DIESEL,ALGARROBO,641,L60,"53,563"
16,2024-01-10,10 ene. 2024,C163,DIESEL,SAN FELIPE,641,L60,"58,737"
16,2024-01-10,10 ene. 2024,C369,DIESEL,E/S 40091 QUILPUÉ,641,L60,"8,960"
16,2024-01-10,10 ene. 2024,C527,DIESEL,,641,L60,"7,974"
16,2024-01-10,10 ene. 2024,C603,DIESEL,,641,L60,"36,829"
16,2024-01-10,10 ene. 2024,C710,DIESEL,,641,L60,"12,941"
16,2024-01-10,10 ene. 2024,G007,DIESEL,,641,L60,"8,928"
16,2024-01-10,10 ene. 2024,G008,DIESEL,,641,L60,"13,905"
16,2024-01-10,10 ene. 2024,G012,DIESEL,,641,L60,"16,863"
16,2024-01-10,10 ene. 2024,G029,DIESEL,,641,L60,"68,516"
16,2024-01-10,10 ene. 2024,G032,DIESEL,,641,L60,"41,680"
16,2024-01-10,10 ene. 2024,G034,DIESEL,,641,L60,"8,928"
16,2024-01-10,10 ene. 2024,G039,DIESEL,,641,L60,"4,965"
16,2024-01-10,10 ene. 2024,G057,DIESEL,,641,L60,"7,946"
16,2024-01-10,10 ene. 2024,G087,DIESEL,,641,L60,"19,886"
16,2024-01-10,10 ene. 2024,G107,DIESEL,,641,L60,"12,895"
16,2024-01-10,10 ene. 2024,G128,DIESEL,,641,L60,"9,920"
16,2024-01-10,10 ene. 2024,G145,DIESEL,,641,L60,"9,930"
16,2024-01-10,10 ene. 2024,G197,DIESEL,,641,L60,"8,936"
16,2024-01-10,10 ene. 2024,G231,DIESEL,,641,L60,"9,902"
16,2024-01-10,10 ene. 2024,G283,DIESEL,,641,L60,"5,957"
16,2024-01-10,10 ene. 2024,G286,DIESEL,,641,L60,"3,971"
16,2024-01-10,10 ene. 2024,G312,DIESEL,,641,L60,"58,485"
16,2024-01-10,10 ene. 2024,G370,DIESEL,,641,L60,"4,968"
16,2024-01-10,10 ene. 2024,G371,DIESEL,,641,L60,"9,937"
16,2024-01-10,10 ene. 2024,G436,DIESEL,,641,L60,"8,927"
16,2024-01-10,10 ene. 2024,G517,DIESEL,,641,L60,"77,447"
16,2024-01-10,10 ene. 2024,G691,DIESEL,,641,L60,"9,920"
16,2024-01-10,10 ene. 2024,G968,DIESEL,,641,L60,"9,932"
16,2024-01-11,11 ene. 2024,1228,DIESEL,E/S 40144 COQUIMBO,641,L60,"717,751"
16,2024-01-11,11 ene. 2024,C004,DIESEL,MINERA CORDILLERA CHILE SCM,641,L60,"7,966"
16,2024-01-11,11 ene. 2024,C014,DIESEL,EMPRESA DE TRANS. FERROVIARIOS,641,L60,"23,769"
16,2024-01-11,11 ene. 2024,C033,DIESEL,CIA. SIDERURGICA HUACHIPATO,641,L60,"8,962"
16,2024-01-11,11 ene. 2024,C062,DIESEL,MINERA ANTUCOYA,641,L60,"9,951"
16,2024-01-11,11 ene. 2024,C078,DIESEL,CODELCO - ANDINA HUECHUN,641,L60,"26,877"
16,2024-01-11,11 ene. 2024,C090,DIESEL,SQM Puerto Tocopilla,641,L60,"20,908"
16,2024-01-11,11 ene. 2024,C120,DIESEL,MARÍA PINTO,641,L60,"9,968"
16,2024-01-11,11 ene. 2024,C142,DIESEL,VILLA ALEMANA,641,L60,"5,972"
16,2024-01-11,11 ene. 2024,C198,DIESEL,E/S 40066 VALPARAÍSO,641,L60,"7,965"
16,2024-01-11,11 ene. 2024,C368,DIESEL,E/S 40090 QUILLOTA,641,L60,"17,924"
